user_id,frequency,monetary,avg_order_value,total_items,recency,R,F,M,rfm_cell,rfm_score,segment,action
3303,9,369.3,41.03,70,27.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
2272,12,675.09,56.26,91,7.0,3,3,3,33,9,Need Attention,Limited-time offers on past favourites.
630,9,554.29,61.59,71,10.0,2,1,2,21,5,Hibernating,Low-cost reactivation; otherwise let lapse.
1704,9,424.31,47.15,69,13.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
575,15,1068.82,71.25,118,6.0,4,4,5,44,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4465,12,561.21,46.77,79,6.0,4,3,2,43,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3479,12,739.98,61.67,102,5.0,4,3,3,43,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2496,14,852.9,60.92,110,4.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
3883,9,517.32,57.48,68,8.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
1701,11,348.33,31.67,67,16.0,1,2,1,12,4,Hibernating,Low-cost reactivation; otherwise let lapse.
1456,8,533.34,66.67,66,13.0,2,1,2,21,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3174,11,637.14,57.92,86,5.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4392,15,1235.97,82.4,103,15.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
4209,9,504.3,56.03,70,6.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
543,9,446.44,49.6,56,12.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
3498,11,723.22,65.75,78,13.0,2,2,3,22,7,Hibernating,Low-cost reactivation; otherwise let lapse.
1562,8,445.45,55.68,55,19.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
4300,13,826.95,63.61,105,4.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
1473,7,410.54,58.65,46,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4186,8,386.53,48.32,47,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
1440,8,413.45,51.68,55,20.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
687,13,1175.0,90.38,100,26.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
3209,12,869.99,72.5,101,6.0,4,3,4,43,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2136,10,473.16,47.32,84,12.0,2,2,1,22,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3295,14,884.82,63.2,118,4.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
2662,14,697.83,49.85,117,12.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
2798,11,581.13,52.83,87,11.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
2457,12,884.88,73.74,112,10.0,2,3,4,23,9,At Risk,Win-back campaign; personalised reorders.
2294,14,754.89,53.92,111,30.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
288,11,606.05,55.1,95,21.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
4572,9,470.33,52.26,67,30.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
622,13,810.93,62.38,107,10.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
1765,14,837.95,59.85,105,10.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
1479,14,970.88,69.35,112,16.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
1593,14,838.9,59.92,110,5.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
1926,15,1041.85,69.46,115,25.0,1,4,5,14,10,At Risk,Win-back campaign; personalised reorders.
1672,12,1005.16,83.76,84,9.0,3,3,5,33,11,Need Attention,Limited-time offers on past favourites.
388,16,952.58,59.54,142,8.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
3421,12,561.15,46.76,85,13.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
4721,14,933.0,66.64,100,8.0,3,4,5,34,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4535,13,716.0,55.08,100,4.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
2378,7,478.5,68.36,50,23.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
3740,15,1043.76,69.58,124,13.0,2,4,5,24,11,At Risk,Win-back campaign; personalised reorders.
3021,7,497.4,71.06,60,5.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4888,9,471.31,52.37,69,5.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
2753,13,948.04,72.93,96,4.0,4,4,5,44,13,Loyal Customers,Upsell higher-value items; ask for reviews.
2717,10,690.24,69.02,76,6.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2838,12,720.06,60.01,94,11.0,2,3,3,23,8,At Risk,Win-back campaign; personalised reorders.
205,15,986.96,65.8,104,8.0,3,4,5,34,12,Loyal Customers,Upsell higher-value items; ask for reviews.
2085,12,604.26,50.36,74,4.0,4,3,2,43,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
325,9,653.3,72.59,70,4.0,4,1,3,41,8,Promising,Targeted offers and brand awareness.
4764,8,620.3,77.54,70,9.0,3,1,2,31,6,About to Sleep,Reactivate with relevant recommendations.
895,12,890.99,74.25,101,3.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2874,13,750.07,57.7,93,7.0,3,4,3,34,10,Loyal Customers,Upsell higher-value items; ask for reviews.
1794,14,755.94,54.0,106,14.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
4127,12,922.01,76.83,99,9.0,3,3,4,33,10,Need Attention,Limited-time offers on past favourites.
334,20,1130.61,56.53,139,15.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
2347,24,1570.16,65.42,184,11.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
2793,13,724.98,55.77,102,17.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
3723,13,913.88,70.3,112,6.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
2566,10,700.18,70.02,82,6.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2462,13,701.07,53.93,93,17.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
1109,11,483.24,43.93,76,14.0,2,2,1,22,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3496,5,351.63,70.33,37,1.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
4622,12,542.12,45.18,88,6.0,4,3,2,43,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2516,10,629.13,62.91,87,8.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
2411,15,775.94,51.73,106,3.0,5,5,4,55,14,Champions,"Reward; early access, referrals, VIP perks."
2261,14,691.88,49.42,112,10.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
1777,10,692.08,69.21,92,7.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
1842,8,350.42,43.8,58,19.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
300,15,665.85,44.39,115,2.0,5,5,3,55,13,Champions,"Reward; early access, referrals, VIP perks."
4551,6,247.61,41.27,39,15.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
2898,16,736.94,46.06,106,3.0,5,5,3,55,13,Champions,"Reward; early access, referrals, VIP perks."
662,10,619.18,61.92,82,9.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
342,9,715.09,79.45,91,11.0,2,1,3,21,6,Hibernating,Low-cost reactivation; otherwise let lapse.
1133,14,903.9,64.56,110,6.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
3661,12,723.21,60.27,79,12.0,2,3,3,23,8,At Risk,Win-back campaign; personalised reorders.
4589,8,445.39,55.67,61,30.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
4569,12,574.19,47.85,81,5.0,4,3,2,43,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4152,12,636.11,53.01,89,12.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
2137,14,756.91,54.07,109,14.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
1271,15,1071.84,71.46,116,19.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
2955,10,578.21,57.82,79,2.0,5,2,2,52,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3381,12,932.95,77.75,105,8.0,3,3,5,33,11,Need Attention,Limited-time offers on past favourites.
3874,18,698.62,38.81,138,5.0,4,5,3,45,12,Loyal Customers,Upsell higher-value items; ask for reviews.
2912,18,841.57,46.75,143,10.0,2,5,4,25,11,Can't Lose Them,Aggressive win-back; they were valuable.
2118,8,518.3,64.79,70,18.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
46,13,867.04,66.7,96,9.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
586,13,906.95,69.77,105,9.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
53,12,853.15,71.1,85,18.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
2317,20,768.63,38.43,137,14.0,2,5,3,25,10,Can't Lose Them,Aggressive win-back; they were valuable.
336,25,1801.96,72.08,204,8.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
3513,12,833.1,69.43,90,17.0,1,3,4,13,8,At Risk,Win-back campaign; personalised reorders.
2666,6,454.53,75.76,47,8.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
1412,11,739.11,67.19,89,13.0,2,2,3,22,7,Hibernating,Low-cost reactivation; otherwise let lapse.
260,15,1004.84,66.99,116,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
2820,7,339.57,48.51,43,5.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4256,11,711.18,64.65,82,28.0,1,2,3,12,6,Hibernating,Low-cost reactivation; otherwise let lapse.
2184,11,615.12,55.92,88,6.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
139,12,522.22,43.52,78,9.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
2959,10,535.18,53.52,82,9.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
3873,13,791.86,60.91,114,6.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
2515,12,659.07,54.92,93,4.0,4,3,3,43,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1537,15,783.94,52.26,106,7.0,3,5,4,35,12,Loyal Customers,Upsell higher-value items; ask for reviews.
1033,15,753.88,50.26,112,3.0,5,5,3,55,13,Champions,"Reward; early access, referrals, VIP perks."
425,14,937.98,67.0,102,7.0,3,4,5,34,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4315,9,594.31,66.03,69,21.0,1,1,2,11,4,Hibernating,Low-cost reactivation; otherwise let lapse.
1734,13,970.84,74.68,116,7.0,3,4,5,34,12,Loyal Customers,Upsell higher-value items; ask for reviews.
825,16,960.8,60.05,120,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
731,7,431.44,61.63,56,11.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
2219,13,883.89,67.99,111,1.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
2072,10,739.15,73.92,85,5.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1350,13,759.89,58.45,111,4.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
3015,13,719.04,55.31,96,11.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
2801,9,562.25,62.47,75,8.0,3,1,2,31,6,About to Sleep,Reactivate with relevant recommendations.
4889,11,614.28,55.84,72,14.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
549,18,732.7,40.71,130,20.0,1,5,3,15,9,Can't Lose Them,Aggressive win-back; they were valuable.
2436,12,604.04,50.34,96,7.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
653,16,971.76,60.74,124,2.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
380,13,770.86,59.3,114,3.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
4422,10,764.97,76.5,103,6.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4216,21,1779.22,84.72,178,19.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
2964,16,1043.7,65.23,130,15.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
130,9,598.35,66.48,65,10.0,2,1,2,21,5,Hibernating,Low-cost reactivation; otherwise let lapse.
612,7,446.58,63.8,42,0.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
486,11,705.15,64.1,85,1.0,5,2,3,52,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2341,10,853.19,85.32,81,17.0,1,2,4,12,7,Hibernating,Low-cost reactivation; otherwise let lapse.
3141,8,323.52,40.44,48,9.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
1528,13,832.1,64.01,90,1.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
765,13,708.09,54.47,91,11.0,2,4,3,24,9,At Risk,Win-back campaign; personalised reorders.
1277,19,1344.34,70.75,166,21.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
4064,11,585.11,53.19,89,6.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4305,15,1107.66,73.84,134,7.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
887,16,717.89,44.87,111,5.0,4,5,3,45,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4957,9,523.31,58.15,69,17.0,1,1,2,11,4,Hibernating,Low-cost reactivation; otherwise let lapse.
3265,9,824.35,91.59,65,6.0,4,1,4,41,9,Promising,Targeted offers and brand awareness.
1772,14,884.82,63.2,118,11.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
1669,10,783.24,78.32,76,17.0,1,2,4,12,7,Hibernating,Low-cost reactivation; otherwise let lapse.
4775,10,662.2,66.22,80,14.0,2,2,3,22,7,Hibernating,Low-cost reactivation; otherwise let lapse.
4073,13,797.94,61.38,106,7.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
386,13,923.03,71.0,97,5.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
4432,11,556.2,50.56,80,4.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1797,16,888.63,55.54,137,4.0,4,5,4,45,13,Loyal Customers,Upsell higher-value items; ask for reviews.
433,17,823.71,48.45,129,5.0,4,5,4,45,13,Loyal Customers,Upsell higher-value items; ask for reviews.
364,10,558.32,55.83,68,11.0,2,2,2,22,6,Hibernating,Low-cost reactivation; otherwise let lapse.
4264,5,322.55,64.51,45,29.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
1123,11,551.18,50.11,82,5.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
92,8,513.41,64.18,59,5.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
2471,17,887.67,52.22,133,15.0,1,5,4,15,10,Can't Lose Them,Aggressive win-back; they were valuable.
541,8,462.4,57.8,60,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
1517,13,731.04,56.23,96,25.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
1598,15,956.83,63.79,117,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
437,6,334.59,55.77,41,11.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
4859,7,478.5,68.36,50,14.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
2271,11,631.05,57.37,95,1.0,5,2,2,52,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
998,13,775.1,59.62,90,22.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
3829,11,764.23,69.48,77,8.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
2502,8,436.44,54.56,56,1.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
1719,18,800.73,44.49,127,4.0,4,5,4,45,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4445,13,903.03,69.46,97,11.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
4681,11,656.14,59.65,86,10.0,2,2,3,22,7,Hibernating,Low-cost reactivation; otherwise let lapse.
3546,7,601.28,85.9,72,6.0,4,1,2,41,7,Promising,Targeted offers and brand awareness.
2624,13,776.09,59.7,91,16.0,1,4,4,14,9,At Risk,Win-back campaign; personalised reorders.
493,17,983.67,57.86,133,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
665,8,652.25,81.53,75,4.0,4,1,3,41,8,Promising,Targeted offers and brand awareness.
2270,13,986.72,75.9,128,4.0,4,4,5,44,13,Loyal Customers,Upsell higher-value items; ask for reviews.
3197,5,278.65,55.73,35,7.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
1547,8,491.36,61.42,64,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
311,16,897.57,56.1,143,11.0,2,5,4,25,11,Can't Lose Them,Aggressive win-back; they were valuable.
4324,14,806.87,57.63,113,8.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
2372,10,647.17,64.72,83,4.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
103,6,343.51,57.25,49,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
4839,10,623.18,62.32,82,6.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4431,12,947.98,79.0,102,6.0,4,3,5,43,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4509,12,549.04,45.75,96,11.0,2,3,2,23,7,At Risk,Win-back campaign; personalised reorders.
2406,14,931.68,66.55,132,6.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
3448,11,882.05,80.19,95,4.0,4,2,4,42,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1252,10,492.32,49.23,68,3.0,5,2,1,52,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2738,19,852.56,44.87,144,11.0,2,5,4,25,11,Can't Lose Them,Aggressive win-back; they were valuable.
875,8,435.37,54.42,63,2.0,5,1,1,51,7,New Customers,Onboarding support; build the second-order habit.
2888,7,452.36,64.62,64,16.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
1255,19,985.71,51.88,129,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
3889,13,1245.86,95.84,114,2.0,5,4,5,54,14,Champions,"Reward; early access, referrals, VIP perks."
1722,12,781.04,65.09,96,11.0,2,3,4,23,9,At Risk,Win-back campaign; personalised reorders.
4763,18,1106.56,61.48,144,14.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
4608,13,544.27,41.87,73,1.0,5,4,2,54,11,Champions,"Reward; early access, referrals, VIP perks."
1322,10,740.16,74.02,84,9.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
1761,19,1111.55,58.5,145,12.0,2,5,5,25,12,Can't Lose Them,Aggressive win-back; they were valuable.
196,6,356.59,59.43,41,8.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
291,10,742.14,74.21,86,10.0,2,2,3,22,7,Hibernating,Low-cost reactivation; otherwise let lapse.
2376,14,894.89,63.92,111,2.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
2194,12,1110.93,92.58,107,10.0,2,3,5,23,10,At Risk,Win-back campaign; personalised reorders.
3327,15,739.94,49.33,106,18.0,1,5,3,15,9,Can't Lose Them,Aggressive win-back; they were valuable.
1361,9,576.27,64.03,73,6.0,4,1,2,41,7,Promising,Targeted offers and brand awareness.
3003,11,859.13,78.1,87,3.0,5,2,4,52,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4496,15,926.93,61.8,107,17.0,1,5,4,15,10,Can't Lose Them,Aggressive win-back; they were valuable.
61,8,599.38,74.92,62,11.0,2,1,2,21,5,Hibernating,Low-cost reactivation; otherwise let lapse.
2851,8,573.39,71.67,61,13.0,2,1,2,21,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3127,12,846.03,70.5,97,7.0,3,3,4,33,10,Need Attention,Limited-time offers on past favourites.
4458,6,231.59,38.6,41,4.0,4,1,1,41,6,Promising,Targeted offers and brand awareness.
3615,12,793.94,66.16,106,3.0,5,3,4,53,12,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3529,4,255.65,63.91,35,30.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
2122,12,571.04,47.59,96,6.0,4,3,2,43,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3278,10,562.27,56.23,73,6.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3272,10,560.33,56.03,67,17.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3123,9,474.3,52.7,70,8.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
3866,11,627.11,57.01,89,5.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
4195,11,719.08,65.37,92,8.0,3,2,3,32,8,About to Sleep,Reactivate with relevant recommendations.
705,14,973.85,69.56,115,5.0,4,4,5,44,13,Loyal Customers,Upsell higher-value items; ask for reviews.
3636,11,732.18,66.56,82,1.0,5,2,3,52,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2325,10,658.17,65.82,83,5.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3114,10,574.17,57.42,83,8.0,3,2,2,32,7,About to Sleep,Reactivate with relevant recommendations.
171,13,790.91,60.84,109,7.0,3,4,4,34,11,Loyal Customers,Upsell higher-value items; ask for reviews.
3255,17,892.76,52.52,124,13.0,2,5,4,25,11,Can't Lose Them,Aggressive win-back; they were valuable.
1729,10,659.16,65.92,84,24.0,1,2,3,12,6,Hibernating,Low-cost reactivation; otherwise let lapse.
2381,17,1024.62,60.27,138,5.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
4122,18,1204.73,66.93,127,6.0,4,5,5,45,14,Loyal Customers,Upsell higher-value items; ask for reviews.
604,9,452.35,50.26,65,12.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
3049,14,766.84,54.77,116,2.0,5,4,3,54,12,Champions,"Reward; early access, referrals, VIP perks."
347,12,582.1,48.51,90,7.0,3,3,2,33,8,Need Attention,Limited-time offers on past favourites.
562,8,482.35,60.29,65,17.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
2279,9,578.29,64.25,71,16.0,1,1,2,11,4,Hibernating,Low-cost reactivation; otherwise let lapse.
2079,15,934.97,62.33,103,9.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
636,19,1026.63,54.03,137,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
1228,8,464.5,58.06,50,7.0,3,1,1,31,5,About to Sleep,Reactivate with relevant recommendations.
2424,12,590.08,49.17,92,1.0,5,3,2,53,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3946,14,667.06,47.65,94,8.0,3,4,3,34,10,Loyal Customers,Upsell higher-value items; ask for reviews.
3320,15,865.84,57.72,116,0.0,5,5,4,55,14,Champions,"Reward; early access, referrals, VIP perks."
4842,15,882.76,58.85,124,22.0,1,5,4,15,10,Can't Lose Them,Aggressive win-back; they were valuable.
1387,11,640.25,58.2,75,5.0,4,2,2,42,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2030,10,512.34,51.23,66,11.0,2,2,1,22,5,Hibernating,Low-cost reactivation; otherwise let lapse.
3456,11,788.19,71.65,81,11.0,2,2,4,22,8,Hibernating,Low-cost reactivation; otherwise let lapse.
3386,14,1095.89,78.28,111,14.0,2,4,5,24,11,At Risk,Win-back campaign; personalised reorders.
1611,15,816.84,54.46,116,0.0,5,5,4,55,14,Champions,"Reward; early access, referrals, VIP perks."
4136,9,427.27,47.47,73,13.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
3556,9,345.34,38.37,66,30.0,1,1,1,11,3,Hibernating,Low-cost reactivation; otherwise let lapse.
1724,21,1073.57,51.12,143,15.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
2503,13,706.07,54.31,93,4.0,4,4,3,44,11,Loyal Customers,Upsell higher-value items; ask for reviews.
2004,13,775.0,59.62,100,14.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
1369,12,622.14,51.85,86,21.0,1,3,2,13,6,At Risk,Win-back campaign; personalised reorders.
581,14,825.07,58.93,93,3.0,5,4,4,54,13,Champions,"Reward; early access, referrals, VIP perks."
14,11,610.01,55.46,99,25.0,1,2,2,12,5,Hibernating,Low-cost reactivation; otherwise let lapse.
109,10,463.32,46.33,68,3.0,5,2,1,52,8,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2343,16,875.71,54.73,129,11.0,2,5,4,25,11,Can't Lose Them,Aggressive win-back; they were valuable.
3119,12,666.07,55.51,93,2.0,5,3,3,53,11,Potential Loyalists,Membership/loyalty offers to deepen the habit.
3075,8,715.31,89.41,69,4.0,4,1,3,41,8,Promising,Targeted offers and brand awareness.
2237,14,652.1,46.58,90,9.0,3,4,3,34,10,Loyal Customers,Upsell higher-value items; ask for reviews.
3334,16,988.65,61.79,135,30.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
2248,14,756.93,54.07,107,22.0,1,4,3,14,8,At Risk,Win-back campaign; personalised reorders.
133,13,784.89,60.38,111,4.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
1134,11,662.16,60.2,84,4.0,4,2,3,42,9,Potential Loyalists,Membership/loyalty offers to deepen the habit.
1511,13,810.95,62.38,105,5.0,4,4,4,44,12,Loyal Customers,Upsell higher-value items; ask for reviews.
3631,13,918.97,70.69,103,11.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
3894,15,641.92,42.79,108,6.0,4,5,2,45,11,Loyal Customers,Upsell higher-value items; ask for reviews.
4564,15,1112.87,74.19,113,2.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
4447,18,1012.78,56.27,122,3.0,5,5,5,55,15,Champions,"Reward; early access, referrals, VIP perks."
2483,11,886.99,80.64,101,5.0,4,2,4,42,10,Potential Loyalists,Membership/loyalty offers to deepen the habit.
2484,11,493.12,44.83,88,14.0,2,2,1,22,5,Hibernating,Low-cost reactivation; otherwise let lapse.
301,15,1106.76,73.78,124,30.0,1,5,5,15,11,Can't Lose Them,Aggressive win-back; they were valuable.
1011,7,469.38,67.05,62,13.0,2,1,1,21,4,Hibernating,Low-cost reactivation; otherwise let lapse.
4503,18,1350.54,75.03,146,8.0,3,5,5,35,13,Loyal Customers,Upsell higher-value items; ask for reviews.
4874,14,773.96,55.28,104,11.0,2,4,4,24,10,At Risk,Win-back campaign; personalised reorders.
